"","typeSeason","slugSeason","idGame","dateGame","slugMatchup","slugTeamWinner","slugTeamLoser","numberGameDay"
"1","Regular Season","2021-22",22100001,2021-10-19,"MIL vs. BKN","MIL","BKN",1
"2","Regular Season","2021-22",22100002,2021-10-19,"LAL vs. GSW","GSW","LAL",2
"3","Regular Season","2021-22",22100003,2021-10-20,"CHA vs. IND","CHA","IND",1
"4","Regular Season","2021-22",22100004,2021-10-20,"DET vs. CHI","CHI","DET",2
"5","Regular Season","2021-22",22100005,2021-10-20,"NYK vs. BOS","NYK","BOS",3
"6","Regular Season","2021-22",22100006,2021-10-20,"TOR vs. WAS","WAS","TOR",4
"7","Regular Season","2021-22",22100007,2021-10-20,"MEM vs. CLE","MEM","CLE",5
"8","Regular Season","2021-22",22100008,2021-10-20,"MIN vs. HOU","MIN","HOU",6
"9","Regular Season","2021-22",22100009,2021-10-20,"PHI @ NOP","PHI","NOP",7
"10","Regular Season","2021-22",22100010,2021-10-20,"SAS vs. ORL","SAS","ORL",8
"11","Regular Season","2021-22",22100011,2021-10-20,"OKC @ UTA","UTA","OKC",9
"12","Regular Season","2021-22",22100012,2021-10-20,"DEN @ PHX","DEN","PHX",10
"13","Regular Season","2021-22",22100013,2021-10-20,"POR vs. SAC","SAC","POR",11
"14","Regular Season","2021-22",22100014,2021-10-21,"DAL @ ATL","ATL","DAL",1
"15","Regular Season","2021-22",22100015,2021-10-21,"MIA vs. MIL","MIA","MIL",2
"16","Regular Season","2021-22",22100016,2021-10-21,"LAC @ GSW","GSW","LAC",3
"17","Regular Season","2021-22",22100017,2021-10-22,"CLE vs. CHA","CHA","CLE",1
"18","Regular Season","2021-22",22100018,2021-10-22,"ORL vs. NYK","NYK","ORL",2
"19","Regular Season","2021-22",22100019,2021-10-22,"WAS vs. IND","WAS","IND",3
"20","Regular Season","2021-22",22100020,2021-10-22,"TOR @ BOS","TOR","BOS",4
"21","Regular Season","2021-22",22100021,2021-10-22,"BKN @ PHI","BKN","PHI",5
"22","Regular Season","2021-22",22100022,2021-10-22,"NOP @ CHI","CHI","NOP",6
"23","Regular Season","2021-22",22100023,2021-10-22,"HOU vs. OKC","HOU","OKC",7
"24","Regular Season","2021-22",22100024,2021-10-22,"SAS @ DEN","DEN","SAS",8
"25","Regular Season","2021-22",22100025,2021-10-22,"PHX @ LAL","PHX","LAL",9
"26","Regular Season","2021-22",22100026,2021-10-22,"UTA @ SAC","UTA","SAC",10
"27","Regular Season","2021-22",22100027,2021-10-23,"CLE vs. ATL","CLE","ATL",1
"28","Regular Season","2021-22",22100028,2021-10-23,"MIA @ IND","IND","MIA",2
"29","Regular Season","2021-22",22100029,2021-10-23,"TOR vs. DAL","DAL","TOR",3
"30","Regular Season","2021-22",22100030,2021-10-23,"CHI vs. DET","CHI","DET",4
"31","Regular Season","2021-22",22100031,2021-10-23,"MIN vs. NOP","MIN","NOP",5
"32","Regular Season","2021-22",22100032,2021-10-23,"SAS vs. MIL","MIL","SAS",6
"33","Regular Season","2021-22",22100033,2021-10-23,"PHX @ POR","POR","PHX",7
"34","Regular Season","2021-22",22100034,2021-10-23,"MEM @ LAC","MEM","LAC",8
"35","Regular Season","2021-22",22100035,2021-10-24,"BKN vs. CHA","CHA","BKN",1
"36","Regular Season","2021-22",22100036,2021-10-24,"ORL @ NYK","ORL","NYK",2
"37","Regular Season","2021-22",22100037,2021-10-24,"HOU vs. BOS","BOS","HOU",3
"38","Regular Season","2021-22",22100038,2021-10-24,"PHI @ OKC","PHI","OKC",4
"39","Regular Season","2021-22",22100039,2021-10-24,"SAC vs. GSW","GSW","SAC",5
"40","Regular Season","2021-22",22100040,2021-10-24,"LAL vs. MEM","LAL","MEM",6
"41","Regular Season","2021-22",22100041,2021-10-25,"BOS @ CHA","BOS","CHA",1
"42","Regular Season","2021-22",22100042,2021-10-25,"MIL @ IND","MIL","IND",2
"43","Regular Season","2021-22",22100043,2021-10-25,"DET @ ATL","ATL","DET",3
"44","Regular Season","2021-22",22100044,2021-10-25,"WAS @ BKN","BKN","WAS",4
"45","Regular Season","2021-22",22100045,2021-10-25,"ORL @ MIA","MIA","ORL",5
"46","Regular Season","2021-22",22100046,2021-10-25,"TOR vs. CHI","CHI","TOR",6
"47","Regular Season","2021-22",22100047,2021-10-25,"MIN vs. NOP","NOP","MIN",7
"48","Regular Season","2021-22",22100048,2021-10-25,"DEN vs. CLE","CLE","DEN",8
"49","Regular Season","2021-22",22100049,2021-10-25,"POR @ LAC","LAC","POR",9
"50","Regular Season","2021-22",22100050,2021-10-26,"PHI @ NYK","NYK","PHI",1
"51","Regular Season","2021-22",22100051,2021-10-26,"GSW @ OKC","GSW","OKC",2
"52","Regular Season","2021-22",22100052,2021-10-26,"DAL vs. HOU","DAL","HOU",3
"53","Regular Season","2021-22",22100053,2021-10-26,"SAS vs. LAL","LAL","SAS",4
"54","Regular Season","2021-22",22100054,2021-10-26,"DEN @ UTA","UTA","DEN",5
"55","Regular Season","2021-22",22100055,2021-10-27,"CHA @ ORL","CHA","ORL",1
"56","Regular Season","2021-22",22100056,2021-10-27,"BOS vs. WAS","WAS","BOS",2
"57","Regular Season","2021-22",22100057,2021-10-27,"MIA @ BKN","MIA","BKN",3
"58","Regular Season","2021-22",22100058,2021-10-27,"IND @ TOR","TOR","IND",4
"59","Regular Season","2021-22",22100059,2021-10-27,"ATL @ NOP","ATL","NOP",5
"60","Regular Season","2021-22",22100060,2021-10-27,"MIL vs. MIN","MIN","MIL",6
"61","Regular Season","2021-22",22100061,2021-10-27,"LAL @ OKC","OKC","LAL",7
"62","Regular Season","2021-22",22100062,2021-10-27,"SAC @ PHX","SAC","PHX",8
